date_game,visitor_team_name,visitor_pts,home_team_name,home_pts,box_score_text,arena_name,box_id,visitor_boxscore,home_boxscore
Tue Oct 26 2010,Miami Heat,80,Boston Celtics,88,/boxscores/201010260BOS.html,TD Garden,"['1', '2', '3', '4', 'T']","['9', '21', '27', '23', '80']","['16', '29', '18', '25', '88']"
Tue Oct 26 2010,Phoenix Suns,92,Portland Trail Blazers,106,/boxscores/201010260POR.html,Rose Garden Arena,"['1', '2', '3', '4', 'T']","['26', '20', '35', '11', '92']","['28', '22', '25', '31', '106']"
Tue Oct 26 2010,Houston Rockets,110,Los Angeles Lakers,112,/boxscores/201010260LAL.html,STAPLES Center,"['1', '2', '3', '4', 'T']","['33', '29', '20', '28', '110']","['26', '25', '26', '35', '112']"
Wed Oct 27 2010,Boston Celtics,87,Cleveland Cavaliers,95,/boxscores/201010270CLE.html,Quicken Loans Arena,"['1', '2', '3', '4', 'T']","['23', '24', '26', '14', '87']","['21', '25', '22', '27', '95']"
Wed Oct 27 2010,New York Knicks,98,Toronto Raptors,93,/boxscores/201010270TOR.html,Air Canada Centre,"['1', '2', '3', '4', 'T']","['29', '22', '23', '24', '98']","['22', '25', '25', '21', '93']"
Wed Oct 27 2010,Miami Heat,97,Philadelphia 76ers,87,/boxscores/201010270PHI.html,Wells Fargo Center,"['1', '2', '3', '4', 'T']","['18', '31', '31', '17', '97']","['15', '26', '13', '33', '87']"
Wed Oct 27 2010,Detroit Pistons,98,New Jersey Nets,101,/boxscores/201010270NJN.html,Prudential Center,"['1', '2', '3', '4', 'T']","['20', '27', '20', '31', '98']","['20', '19', '31', '31', '101']"
Wed Oct 27 2010,Chicago Bulls,95,Oklahoma City Thunder,106,/boxscores/201010270OKC.html,Chesapeake Energy Arena,"['1', '2', '3', '4', 'T']","['25', '29', '28', '13', '95']","['30', '29', '23', '24', '106']"
Wed Oct 27 2010,Milwaukee Bucks,91,New Orleans Hornets,95,/boxscores/201010270NOH.html,New Orleans Arena,"['1', '2', '3', '4', 'T']","['30', '17', '25', '19', '91']","['29', '18', '31', '17', '95']"
Wed Oct 27 2010,Sacramento Kings,117,Minnesota Timberwolves,116,/boxscores/201010270MIN.html,Target Center,"['1', '2', '3', '4', 'T']","['27', '26', '34', '30', '117']","['23', '35', '25', '33', '116']"
Wed Oct 27 2010,Atlanta Hawks,119,Memphis Grizzlies,104,/boxscores/201010270MEM.html,FedEx Forum,"['1', '2', '3', '4', 'T']","['30', '32', '29', '28', '119']","['22', '28', '25', '29', '104']"
Wed Oct 27 2010,Indiana Pacers,109,San Antonio Spurs,122,/boxscores/201010270SAS.html,AT&T Center,"['1', '2', '3', '4', 'T']","['31', '34', '24', '20', '109']","['37', '29', '26', '30', '122']"
Wed Oct 27 2010,Charlotte Bobcats,86,Dallas Mavericks,101,/boxscores/201010270DAL.html,American Airlines Center,"['1', '2', '3', '4', 'T']","['21', '24', '22', '19', '86']","['25', '24', '31', '21', '101']"
Wed Oct 27 2010,Utah Jazz,88,Denver Nuggets,110,/boxscores/201010270DEN.html,Pepsi Center,"['1', '2', '3', '4', 'T']","['20', '20', '25', '23', '88']","['29', '31', '26', '24', '110']"
Wed Oct 27 2010,Portland Trail Blazers,98,Los Angeles Clippers,88,/boxscores/201010270LAC.html,STAPLES Center,"['1', '2', '3', '4', 'T']","['31', '23', '16', '28', '98']","['23', '26', '22', '17', '88']"
Wed Oct 27 2010,Houston Rockets,128,Golden State Warriors,132,/boxscores/201010270GSW.html,Oracle Arena,"['1', '2', '3', '4', 'T']","['31', '37', '28', '32', '128']","['34', '33', '37', '28', '132']"
Thu Oct 28 2010,Washington Wizards,83,Orlando Magic,112,/boxscores/201010280ORL.html,Amway Center,"['1', '2', '3', '4', 'T']","['15', '19', '25', '24', '83']","['29', '29', '32', '22', '112']"
Thu Oct 28 2010,Phoenix Suns,110,Utah Jazz,94,/boxscores/201010280UTA.html,EnergySolutions Arena,"['1', '2', '3', '4', 'T']","['27', '31', '26', '26', '110']","['22', '20', '30', '22', '94']"
Fri Oct 29 2010,Indiana Pacers,104,Charlotte Bobcats,101,/boxscores/201010290CHA.html,Time Warner Cable Arena,"['1', '2', '3', '4', 'T']","['27', '23', '23', '31', '104']","['31', '27', '22', '21', '101']"
Fri Oct 29 2010,Cleveland Cavaliers,81,Toronto Raptors,101,/boxscores/201010290TOR.html,Air Canada Centre,"['1', '2', '3', '4', 'T']","['20', '18', '17', '26', '81']","['24', '22', '31', '24', '101']"
Fri Oct 29 2010,Atlanta Hawks,104,Philadelphia 76ers,101,/boxscores/201010290PHI.html,Wells Fargo Center,"['1', '2', '3', '4', 'T']","['33', '29', '22', '20', '104']","['30', '22', '22', '27', '101']"
Fri Oct 29 2010,Sacramento Kings,100,New Jersey Nets,106,/boxscores/201010290NJN.html,Prudential Center,"['1', '2', '3', '4', 'T']","['21', '32', '24', '23', '100']","['29', '32', '15', '30', '106']"
Fri Oct 29 2010,New York Knicks,101,Boston Celtics,105,/boxscores/201010290BOS.html,TD Garden,"['1', '2', '3', '4', 'T']","['20', '26', '26', '29', '101']","['27', '23', '29', '26', '105']"
Fri Oct 29 2010,Oklahoma City Thunder,105,Detroit Pistons,104,/boxscores/201010290DET.html,The Palace of Auburn Hills,"['1', '2', '3', '4', 'T']","['26', '30', '27', '22', '105']","['21', '30', '28', '25', '104']"
Fri Oct 29 2010,Denver Nuggets,95,New Orleans Hornets,101,/boxscores/201010290NOH.html,New Orleans Arena,"['1', '2', '3', '4', 'T']","['25', '25', '21', '24', '95']","['27', '32', '13', '29', '101']"
Fri Oct 29 2010,Orlando Magic,70,Miami Heat,96,/boxscores/201010290MIA.html,AmericanAirlines Arena,"['1', '2', '3', '4', 'T']","['24', '21', '10', '15', '70']","['24', '27', '28', '17', '96']"
Fri Oct 29 2010,Milwaukee Bucks,85,Minnesota Timberwolves,96,/boxscores/201010290MIN.html,Target Center,"['1', '2', '3', '4', 'T']","['28', '18', '18', '21', '85']","['27', '28', '19', '22', '96']"
