date_game,visitor_team_name,visitor_pts,home_team_name,home_pts,box_score_text,arena_name,box_id,visitor_boxscore,home_boxscore
Fri Oct 12 1979,New York Knicks,104,Atlanta Hawks,121,/boxscores/197910120ATL.html,Omni Coliseum,"['1', '2', '3', '4', 'T']","['25', '24', '31', '24', '104']","['31', '28', '29', '33', '121']"
Fri Oct 12 1979,Houston Rockets,106,Boston Celtics,114,/boxscores/197910120BOS.html,Boston Garden,"['1', '2', '3', '4', 'T']","['29', '24', '27', '26', '106']","['31', '25', '34', '24', '114']"
Fri Oct 12 1979,Indiana Pacers,105,Detroit Pistons,114,/boxscores/197910120DET.html,Pontiac Silverdome,"['1', '2', '3', '4', 'T']","['24', '32', '19', '30', '105']","['28', '30', '33', '23', '114']"
Fri Oct 12 1979,Milwaukee Bucks,103,Kansas City Kings,105,/boxscores/197910120KCK.html,Municipal Auditorium,"['1', '2', '3', '4', 'T']","['31', '26', '24', '22', '103']","['25', '23', '31', '26', '105']"
Fri Oct 12 1979,Cleveland Cavaliers,95,New Jersey Nets,102,/boxscores/197910120NJN.html,Rutgers Athletic Center,"['1', '2', '3', '4', 'T']","['26', '24', '24', '21', '95']","['21', '23', '30', '28', '102']"
Fri Oct 12 1979,Golden State Warriors,89,Phoenix Suns,97,/boxscores/197910120PHO.html,Arizona Veterans Memorial Coliseum,"['1', '2', '3', '4', 'T']","['23', '18', '28', '20', '89']","['28', '22', '20', '27', '97']"
Fri Oct 12 1979,Utah Jazz,85,Portland Trail Blazers,101,/boxscores/197910120POR.html,Memorial Coliseum,"['1', '2', '3', '4', 'T']","['21', '21', '20', '23', '85']","['25', '23', '25', '28', '101']"
Fri Oct 12 1979,Los Angeles Lakers,103,San Diego Clippers,102,/boxscores/197910120SDC.html,San Diego Sports Arena,"['1', '2', '3', '4', 'T']","['16', '32', '26', '29', '103']","['23', '29', '27', '23', '102']"
Fri Oct 12 1979,Philadelphia 76ers,93,Washington Bullets,92,/boxscores/197910120WSB.html,Capital Centre,"['1', '2', '3', '4', 'T']","['22', '22', '29', '20', '93']","['18', '26', '25', '23', '92']"
Sat Oct 13 1979,Boston Celtics,139,Cleveland Cavaliers,117,/boxscores/197910130CLE.html,Coliseum at Richfield,"['1', '2', '3', '4', 'T']","['29', '39', '34', '37', '139']","['25', '32', '38', '22', '117']"
Sat Oct 13 1979,Milwaukee Bucks,125,Denver Nuggets,96,/boxscores/197910130DEN.html,McNichols Sports Arena,"['1', '2', '3', '4', 'T']","['30', '33', '39', '23', '125']","['22', '21', '28', '25', '96']"
Sat Oct 13 1979,Chicago Bulls,102,Golden State Warriors,96,/boxscores/197910130GSW.html,Oakland-Alameda County Coliseum Arena,"['1', '2', '3', '4', 'OT', 'T']","['28', '20', '21', '21', '12', '102']","['25', '18', '29', '18', '6', '96']"
Sat Oct 13 1979,Atlanta Hawks,101,Indiana Pacers,115,/boxscores/197910130IND.html,Market Square Arena,"['1', '2', '3', '4', 'T']","['24', '18', '25', '34', '101']","['33', '17', '32', '33', '115']"
Sat Oct 13 1979,Washington Bullets,118,New York Knicks,125,/boxscores/197910130NYK.html,Madison Square Garden (IV),"['1', '2', '3', '4', 'OT', 'T']","['18', '38', '23', '32', '7', '118']","['33', '19', '31', '28', '14', '125']"
Sat Oct 13 1979,Houston Rockets,105,Philadelphia 76ers,113,/boxscores/197910130PHI.html,The Spectrum,"['1', '2', '3', '4', 'T']","['22', '26', '30', '27', '105']","['26', '28', '38', '21', '113']"
Sat Oct 13 1979,Detroit Pistons,112,San Antonio Spurs,110,/boxscores/197910130SAS.html,HemisFair Arena,"['1', '2', '3', '4', 'T']","['24', '29', '30', '29', '112']","['22', '28', '30', '30', '110']"
Sun Oct 14 1979,Chicago Bulls,102,Phoenix Suns,112,/boxscores/197910140PHO.html,Arizona Veterans Memorial Coliseum,"['1', '2', '3', '4', 'T']","['20', '20', '25', '37', '102']","['25', '29', '33', '25', '112']"
Sun Oct 14 1979,Denver Nuggets,93,Portland Trail Blazers,109,/boxscores/197910140POR.html,Memorial Coliseum,"['1', '2', '3', '4', 'T']","['22', '20', '25', '26', '93']","['26', '25', '39', '19', '109']"
Sun Oct 14 1979,Seattle SuperSonics,93,San Diego Clippers,98,/boxscores/197910140SDC.html,San Diego Sports Arena,"['1', '2', '3', '4', 'T']","['28', '20', '22', '23', '93']","['23', '28', '23', '24', '98']"
Mon Oct 15 1979,Milwaukee Bucks,131,Utah Jazz,107,/boxscores/197910150UTA.html,Salt Palace,"['1', '2', '3', '4', 'T']","['32', '31', '35', '33', '131']","['37', '20', '20', '30', '107']"
Tue Oct 16 1979,San Antonio Spurs,118,Atlanta Hawks,116,/boxscores/197910160ATL.html,Omni Coliseum,"['1', '2', '3', '4', 'T']","['37', '24', '28', '29', '118']","['18', '35', '34', '29', '116']"
Tue Oct 16 1979,Detroit Pistons,117,Cleveland Cavaliers,137,/boxscores/197910160CLE.html,Coliseum at Richfield,"['1', '2', '3', '4', 'T']","['26', '29', '26', '36', '117']","['46', '33', '27', '31', '137']"
Tue Oct 16 1979,Golden State Warriors,108,Denver Nuggets,106,/boxscores/197910160DEN.html,McNichols Sports Arena,"['1', '2', '3', '4', 'T']","['30', '24', '29', '25', '108']","['30', '30', '12', '34', '106']"
Tue Oct 16 1979,New Jersey Nets,100,Indiana Pacers,113,/boxscores/197910160IND.html,Market Square Arena,"['1', '2', '3', '4', 'T']","['20', '30', '16', '34', '100']","['29', '30', '28', '26', '113']"
Tue Oct 16 1979,Chicago Bulls,96,Los Angeles Lakers,105,/boxscores/197910160LAL.html,The Forum,"['1', '2', '3', '4', 'T']","['24', '16', '26', '30', '96']","['25', '24', '25', '31', '105']"
Tue Oct 16 1979,Houston Rockets,121,New York Knicks,126,/boxscores/197910160NYK.html,Madison Square Garden (IV),"['1', '2', '3', '4', 'T']","['26', '30', '33', '32', '121']","['34', '37', '18', '37', '126']"
Tue Oct 16 1979,Seattle SuperSonics,86,Phoenix Suns,102,/boxscores/197910160PHO.html,Arizona Veterans Memorial Coliseum,"['1', '2', '3', '4', 'T']","['31', '13', '21', '21', '86']","['31', '21', '31', '19', '102']"
Tue Oct 16 1979,San Diego Clippers,81,Portland Trail Blazers,88,/boxscores/197910160POR.html,Memorial Coliseum,"['1', '2', '3', '4', 'T']","['23', '17', '24', '17', '81']","['22', '24', '22', '20', '88']"
Wed Oct 17 1979,Cleveland Cavaliers,108,Boston Celtics,127,/boxscores/197910170BOS.html,Boston Garden,"['1', '2', '3', '4', 'T']","['29', '31', '26', '22', '108']","['26', '27', '41', '33', '127']"
Wed Oct 17 1979,Indiana Pacers,112,Houston Rockets,116,/boxscores/197910170HOU.html,The Summit,"['1', '2', '3', '4', 'T']","['21', '26', '30', '35', '112']","['28', '19', '40', '29', '116']"
Wed Oct 17 1979,Golden State Warriors,107,Kansas City Kings,94,/boxscores/197910170KCK.html,Municipal Auditorium,"['1', '2', '3', '4', 'T']","['27', '21', '31', '28', '107']","['18', '25', '22', '29', '94']"
Wed Oct 17 1979,Denver Nuggets,97,Milwaukee Bucks,125,/boxscores/197910170MIL.html,MECCA Arena,"['1', '2', '3', '4', 'T']","['18', '36', '20', '23', '97']","['34', '28', '32', '31', '125']"
Wed Oct 17 1979,Philadelphia 76ers,113,New Jersey Nets,88,/boxscores/197910170NJN.html,Rutgers Athletic Center,"['1', '2', '3', '4', 'T']","['22', '26', '33', '32', '113']","['23', '15', '19', '31', '88']"
Wed Oct 17 1979,Los Angeles Lakers,110,Seattle SuperSonics,112,/boxscores/197910170SEA.html,Seattle Kingdome,"['1', '2', '3', '4', 'T']","['29', '28', '20', '33', '110']","['31', '25', '25', '31', '112']"
Wed Oct 17 1979,Atlanta Hawks,97,Washington Bullets,100,/boxscores/197910170WSB.html,Capital Centre,"['1', '2', '3', '4', 'T']","['27', '24', '25', '21', '97']","['22', '20', '27', '31', '100']"
Thu Oct 18 1979,Indiana Pacers,85,Atlanta Hawks,115,/boxscores/197910180ATL.html,Omni Coliseum,"['1', '2', '3', '4', 'T']","['22', '21', '24', '18', '85']","['28', '34', '25', '28', '115']"
Thu Oct 18 1979,San Antonio Spurs,134,Cleveland Cavaliers,141,/boxscores/197910180CLE.html,Coliseum at Richfield,"['1', '2', '3', '4', 'T']","['32', '35', '36', '31', '134']","['38', '35', '36', '32', '141']"
Thu Oct 18 1979,New York Knicks,115,Detroit Pistons,129,/boxscores/197910180DET.html,Pontiac Silverdome,"['1', '2', '3', '4', 'T']","['32', '22', '34', '27', '115']","['32', '37', '28', '32', '129']"
Thu Oct 18 1979,Chicago Bulls,107,San Diego Clippers,111,/boxscores/197910180SDC.html,San Diego Sports Arena,"['1', '2', '3', '4', 'T']","['22', '32', '29', '24', '107']","['23', '28', '30', '30', '111']"
Thu Oct 18 1979,Portland Trail Blazers,107,Utah Jazz,92,/boxscores/197910180UTA.html,Salt Palace,"['1', '2', '3', '4', 'T']","['29', '26', '24', '28', '107']","['20', '15', '28', '29', '92']"
Fri Oct 19 1979,Washington Bullets,93,Boston Celtics,130,/boxscores/197910190BOS.html,Boston Garden,"['1', '2', '3', '4', 'T']","['21', '19', '28', '25', '93']","['26', '32', '29', '43', '130']"
Fri Oct 19 1979,Kansas City Kings,107,Denver Nuggets,84,/boxscores/197910190DEN.html,McNichols Sports Arena,"['1', '2', '3', '4', 'T']","['26', '31', '21', '29', '107']","['22', '19', '22', '21', '84']"
Fri Oct 19 1979,Portland Trail Blazers,99,Los Angeles Lakers,82,/boxscores/197910190LAL.html,The Forum,"['1', '2', '3', '4', 'T']","['26', '22', '19', '32', '99']","['21', '20', '20', '21', '82']"
Fri Oct 19 1979,Phoenix Suns,94,Milwaukee Bucks,95,/boxscores/197910190MIL.html,MECCA Arena,"['1', '2', '3', '4', 'T']","['23', '29', '16', '26', '94']","['19', '21', '31', '24', '95']"
Fri Oct 19 1979,New York Knicks,111,New Jersey Nets,106,/boxscores/197910190NJN.html,Rutgers Athletic Center,"['1', '2', '3', '4', 'T']","['30', '25', '29', '27', '111']","['25', '30', '26', '25', '106']"
Fri Oct 19 1979,Detroit Pistons,104,Philadelphia 76ers,112,/boxscores/197910190PHI.html,The Spectrum,"['1', '2', '3', '4', 'T']","['23', '34', '30', '17', '104']","['26', '24', '37', '25', '112']"
Fri Oct 19 1979,San Diego Clippers,98,Seattle SuperSonics,106,/boxscores/197910190SEA.html,Seattle Kingdome,"['1', '2', '3', '4', 'T']","['23', '24', '26', '25', '98']","['16', '29', '26', '35', '106']"
Sat Oct 20 1979,Phoenix Suns,104,Chicago Bulls,116,/boxscores/197910200CHI.html,Chicago Stadium,"['1', '2', '3', '4', 'T']","['32', '21', '23', '28', '104']","['30', '30', '32', '24', '116']"
Sat Oct 20 1979,Utah Jazz,96,Golden State Warriors,101,/boxscores/197910200GSW.html,Oakland-Alameda County Coliseum Arena,"['1', '2', '3', '4', 'T']","['21', '25', '31', '19', '96']","['26', '35', '18', '22', '101']"
Sat Oct 20 1979,Atlanta Hawks,102,Houston Rockets,107,/boxscores/197910200HOU.html,The Summit,"['1', '2', '3', '4', 'T']","['22', '32', '27', '21', '102']","['26', '26', '30', '25', '107']"
Sat Oct 20 1979,Boston Celtics,128,Indiana Pacers,131,/boxscores/197910200IND.html,Market Square Arena,"['1', '2', '3', '4', 'OT', 'T']","['34', '22', '29', '31', '12', '128']","['41', '27', '26', '22', '15', '131']"
Sat Oct 20 1979,Philadelphia 76ers,136,New York Knicks,111,/boxscores/197910200NYK.html,Madison Square Garden (IV),"['1', '2', '3', '4', 'T']","['24', '38', '30', '44', '136']","['38', '21', '22', '30', '111']"
Sat Oct 20 1979,Cleveland Cavaliers,127,San Antonio Spurs,129,/boxscores/197910200SAS.html,HemisFair Arena,"['1', '2', '3', '4', 'T']","['32', '37', '32', '26', '127']","['27', '34', '35', '33', '129']"
Sat Oct 20 1979,Detroit Pistons,106,Washington Bullets,117,/boxscores/197910200WSB.html,Capital Centre,"['1', '2', '3', '4', 'T']","['24', '27', '23', '32', '106']","['30', '32', '25', '30', '117']"
Sun Oct 21 1979,Phoenix Suns,85,Kansas City Kings,122,/boxscores/197910210KCK.html,Municipal Auditorium,"['1', '2', '3', '4', 'T']","['19', '21', '17', '28', '85']","['34', '23', '29', '36', '122']"
Sun Oct 21 1979,Seattle SuperSonics,97,Los Angeles Lakers,106,/boxscores/197910210LAL.html,The Forum,"['1', '2', '3', '4', 'T']","['23', '35', '23', '16', '97']","['22', '32', '21', '31', '106']"
Sun Oct 21 1979,Chicago Bulls,111,Milwaukee Bucks,113,/boxscores/197910210MIL.html,MECCA Arena,"['1', '2', '3', '4', 'T']","['31', '27', '25', '28', '111']","['33', '29', '25', '26', '113']"
