date_game,visitor_team_name,visitor_pts,home_team_name,home_pts,box_score_text,arena_name,box_id,visitor_boxscore,home_boxscore
Fri Oct 10 1980,Cleveland Cavaliers,103,Boston Celtics,130,/boxscores/198010100BOS.html,Boston Garden,"['1', '2', '3', '4', 'T']","['21', '26', '27', '29', '103']","['36', '30', '31', '33', '130']"
Fri Oct 10 1980,San Antonio Spurs,113,Denver Nuggets,112,/boxscores/198010100DEN.html,McNichols Sports Arena,"['1', '2', '3', '4', 'T']","['24', '34', '26', '29', '113']","['27', '26', '27', '32', '112']"
Fri Oct 10 1980,Washington Bullets,95,Detroit Pistons,85,/boxscores/198010100DET.html,Pontiac Silverdome,"['1', '2', '3', '4', 'T']","['22', '17', '30', '26', '95']","['21', '27', '16', '21', '85']"
Fri Oct 10 1980,Indiana Pacers,110,New Jersey Nets,91,/boxscores/198010100NJN.html,Rutgers Athletic Center,"['1', '2', '3', '4', 'T']","['33', '27', '24', '26', '110']","['22', '22', '23', '24', '91']"
Fri Oct 10 1980,Milwaukee Bucks,106,Philadelphia 76ers,103,/boxscores/198010100PHI.html,The Spectrum,"['1', '2', '3', '4', 'T']","['29', '33', '23', '21', '106']","['27', '28', '30', '18', '103']"
Fri Oct 10 1980,Golden State Warriors,101,Phoenix Suns,121,/boxscores/198010100PHO.html,Arizona Veterans Memorial Coliseum,"['1', '2', '3', '4', 'T']","['27', '25', '26', '23', '101']","['27', '27', '31', '36', '121']"
Fri Oct 10 1980,Houston Rockets,104,San Diego Clippers,120,/boxscores/198010100SDC.html,San Diego Sports Arena,"['1', '2', '3', '4', 'T']","['21', '38', '23', '22', '104']","['33', '27', '31', '29', '120']"
Fri Oct 10 1980,Los Angeles Lakers,99,Seattle SuperSonics,98,/boxscores/198010100SEA.html,Seattle Kingdome,"['1', '2', '3', '4', 'T']","['20', '27', '25', '27', '99']","['31', '23', '24', '20', '98']"
Fri Oct 10 1980,Portland Trail Blazers,86,Utah Jazz,96,/boxscores/198010100UTA.html,Salt Palace,"['1', '2', '3', '4', 'T']","['23', '14', '26', '23', '86']","['27', '12', '30', '27', '96']"
Sat Oct 11 1980,Chicago Bulls,93,Atlanta Hawks,101,/boxscores/198010110ATL.html,Omni Coliseum,"['1', '2', '3', '4', 'T']","['19', '23', '25', '26', '93']","['24', '26', '29', '22', '101']"
Sat Oct 11 1980,New Jersey Nets,99,Cleveland Cavaliers,96,/boxscores/198010110CLE.html,Coliseum at Richfield,"['1', '2', '3', '4', 'T']","['26', '30', '20', '23', '99']","['27', '23', '18', '28', '96']"
Sat Oct 11 1980,San Antonio Spurs,92,Dallas Mavericks,103,/boxscores/198010110DAL.html,Reunion Arena,"['1', '2', '3', '4', 'T']","['19', '26', '22', '25', '92']","['24', '29', '19', '31', '103']"
Sat Oct 11 1980,San Diego Clippers,91,Golden State Warriors,104,/boxscores/198010110GSW.html,Oakland-Alameda County Coliseum Arena,"['1', '2', '3', '4', 'T']","['25', '20', '21', '25', '91']","['21', '33', '25', '25', '104']"
Sat Oct 11 1980,Detroit Pistons,87,Indiana Pacers,100,/boxscores/198010110IND.html,Market Square Arena,"['1', '2', '3', '4', 'T']","['25', '24', '18', '20', '87']","['28', '23', '29', '20', '100']"
Sat Oct 11 1980,Utah Jazz,91,Kansas City Kings,98,/boxscores/198010110KCK.html,Kemper Arena,"['1', '2', '3', '4', 'T']","['22', '22', '24', '23', '91']","['27', '26', '26', '19', '98']"
Sat Oct 11 1980,Milwaukee Bucks,109,New York Knicks,114,/boxscores/198010110NYK.html,Madison Square Garden (IV),"['1', '2', '3', '4', 'T']","['35', '19', '30', '25', '109']","['34', '29', '26', '25', '114']"
Sat Oct 11 1980,Philadelphia 76ers,126,Washington Bullets,120,/boxscores/198010110WSB.html,Capital Centre,"['1', '2', '3', '4', 'OT', '2OT', 'T']","['17', '28', '30', '23', '12', '16', '126']","['24', '20', '29', '25', '12', '10', '120']"
Sun Oct 12 1980,Utah Jazz,125,Denver Nuggets,121,/boxscores/198010120DEN.html,McNichols Sports Arena,"['1', '2', '3', '4', 'OT', 'T']","['33', '27', '30', '25', '10', '125']","['36', '29', '27', '23', '6', '121']"
Sun Oct 12 1980,Houston Rockets,103,Los Angeles Lakers,114,/boxscores/198010120LAL.html,The Forum,"['1', '2', '3', '4', 'T']","['25', '19', '23', '36', '103']","['29', '20', '24', '41', '114']"
Sun Oct 12 1980,Kansas City Kings,100,Phoenix Suns,109,/boxscores/198010120PHO.html,Arizona Veterans Memorial Coliseum,"['1', '2', '3', '4', 'T']","['19', '20', '33', '28', '100']","['25', '39', '25', '20', '109']"
Sun Oct 12 1980,Seattle SuperSonics,96,Portland Trail Blazers,107,/boxscores/198010120POR.html,Memorial Coliseum,"['1', '2', '3', '4', 'T']","['25', '18', '27', '26', '96']","['22', '22', '29', '34', '107']"
Mon Oct 13 1980,Detroit Pistons,92,New Jersey Nets,108,/boxscores/198010130NJN.html,Rutgers Athletic Center,"['1', '2', '3', '4', 'T']","['28', '23', '19', '22', '92']","['36', '28', '25', '19', '108']"
Tue Oct 14 1980,Boston Celtics,116,Atlanta Hawks,122,/boxscores/198010140ATL.html,Omni Coliseum,"['1', '2', '3', '4', 'T']","['25', '22', '38', '31', '116']","['19', '27', '38', '38', '122']"
Tue Oct 14 1980,Detroit Pistons,91,Cleveland Cavaliers,99,/boxscores/198010140CLE.html,Coliseum at Richfield,"['1', '2', '3', '4', 'T']","['25', '16', '22', '28', '91']","['29', '18', '24', '28', '99']"
Tue Oct 14 1980,Seattle SuperSonics,85,Dallas Mavericks,83,/boxscores/198010140DAL.html,Reunion Arena,"['1', '2', '3', '4', 'T']","['18', '22', '20', '25', '85']","['29', '14', '19', '21', '83']"
Tue Oct 14 1980,Philadelphia 76ers,93,New York Knicks,113,/boxscores/198010140NYK.html,Madison Square Garden (IV),"['1', '2', '3', '4', 'T']","['21', '20', '27', '25', '93']","['26', '32', '32', '23', '113']"
Tue Oct 14 1980,Kansas City Kings,103,San Antonio Spurs,109,/boxscores/198010140SAS.html,HemisFair Arena,"['1', '2', '3', '4', 'T']","['32', '23', '22', '26', '103']","['37', '24', '28', '20', '109']"
Wed Oct 15 1980,Dallas Mavericks,98,Denver Nuggets,133,/boxscores/198010150DEN.html,McNichols Sports Arena,"['1', '2', '3', '4', 'T']","['20', '27', '25', '26', '98']","['29', '41', '32', '31', '133']"
Wed Oct 15 1980,Portland Trail Blazers,92,Golden State Warriors,95,/boxscores/198010150GSW.html,Oakland-Alameda County Coliseum Arena,"['1', '2', '3', '4', 'T']","['26', '24', '18', '24', '92']","['22', '19', '27', '27', '95']"
Wed Oct 15 1980,Seattle SuperSonics,100,Houston Rockets,103,/boxscores/198010150HOU.html,The Summit,"['1', '2', '3', '4', 'T']","['24', '27', '29', '20', '100']","['26', '19', '32', '26', '103']"
Wed Oct 15 1980,Chicago Bulls,108,Indiana Pacers,97,/boxscores/198010150IND.html,Market Square Arena,"['1', '2', '3', '4', 'T']","['33', '17', '29', '29', '108']","['25', '26', '28', '18', '97']"
Wed Oct 15 1980,Los Angeles Lakers,112,Kansas City Kings,107,/boxscores/198010150KCK.html,Kemper Arena,"['1', '2', '3', '4', 'OT', 'T']","['29', '25', '29', '19', '10', '112']","['34', '20', '24', '24', '5', '107']"
Wed Oct 15 1980,Philadelphia 76ers,119,New Jersey Nets,111,/boxscores/198010150NJN.html,Rutgers Athletic Center,"['1', '2', '3', '4', 'T']","['23', '34', '32', '30', '119']","['21', '26', '31', '33', '111']"
Wed Oct 15 1980,Phoenix Suns,107,Utah Jazz,93,/boxscores/198010150UTA.html,Salt Palace,"['1', '2', '3', '4', 'T']","['26', '26', '27', '28', '107']","['24', '28', '20', '21', '93']"
