date_game,visitor_team_name,visitor_pts,home_team_name,home_pts,box_score_text,arena_name,box_id,visitor_boxscore,home_boxscore
Fri Oct 26 1984,Boston Celtics,130,Detroit Pistons,123,/boxscores/198410260DET.html,Pontiac Silverdome,"['1', '2', '3', '4', 'T']","['30', '34', '34', '32', '130']","['33', '30', '31', '29', '123']"
Fri Oct 26 1984,Washington Bullets,93,Chicago Bulls,109,/boxscores/198410260CHI.html,Chicago Stadium,"['1', '2', '3', '4', 'T']","['19', '26', '29', '19', '93']","['34', '23', '21', '31', '109']"
Fri Oct 26 1984,Utah Jazz,94,Seattle SuperSonics,102,/boxscores/198410260SEA.html,Seattle Kingdome,"['1', '2', '3', '4', 'T']","['24', '25', '15', '30', '94']","['21', '24', '35', '22', '102']"
Fri Oct 26 1984,Cleveland Cavaliers,101,Philadelphia 76ers,111,/boxscores/198410260PHI.html,The Spectrum,"['1', '2', '3', '4', 'T']","['17', '28', '25', '31', '101']","['23', '26', '33', '29', '111']"
Fri Oct 26 1984,Atlanta Hawks,119,New Jersey Nets,104,/boxscores/198410260NJN.html,Brendan Byrne Arena,"['1', '2', '3', '4', 'T']","['28', '20', '37', '34', '119']","['31', '20', '29', '24', '104']"
Fri Oct 26 1984,Phoenix Suns,122,Golden State Warriors,114,/boxscores/198410260GSW.html,Oakland-Alameda County Coliseum Arena,"['1', '2', '3', '4', 'T']","['34', '26', '32', '30', '122']","['30', '24', '31', '29', '114']"
Sat Oct 27 1984,Philadelphia 76ers,111,Atlanta Hawks,108,/boxscores/198410270ATL.html,Omni Coliseum,"['1', '2', '3', '4', 'T']","['22', '31', '33', '25', '111']","['29', '29', '23', '27', '108']"
Sat Oct 27 1984,New Jersey Nets,131,Cleveland Cavaliers,106,/boxscores/198410270CLE.html,Coliseum at Richfield,"['1', '2', '3', '4', 'T']","['34', '29', '37', '31', '131']","['26', '39', '22', '19', '106']"
Sat Oct 27 1984,Houston Rockets,121,Dallas Mavericks,111,/boxscores/198410270DAL.html,Reunion Arena,"['1', '2', '3', '4', 'T']","['27', '36', '24', '34', '121']","['31', '20', '28', '32', '111']"
Sat Oct 27 1984,Golden State Warriors,121,Denver Nuggets,125,/boxscores/198410270DEN.html,McNichols Sports Arena,"['1', '2', '3', '4', 'T']","['31', '27', '32', '31', '121']","['33', '29', '35', '28', '125']"
Sat Oct 27 1984,Washington Bullets,104,Indiana Pacers,102,/boxscores/198410270IND.html,Market Square Arena,"['1', '2', '3', '4', 'T']","['24', '32', '20', '28', '104']","['27', '25', '24', '26', '102']"
Sat Oct 27 1984,Portland Trail Blazers,140,Kansas City Kings,119,/boxscores/198410270KCK.html,Kemper Arena,"['1', '2', '3', '4', 'T']","['29', '35', '36', '40', '140']","['28', '31', '32', '28', '119']"
Sat Oct 27 1984,Chicago Bulls,106,Milwaukee Bucks,108,/boxscores/198410270MIL.html,MECCA Arena,"['1', '2', '3', '4', 'T']","['29', '26', '30', '21', '106']","['30', '17', '28', '33', '108']"
Sat Oct 27 1984,Detroit Pistons,118,New York Knicks,137,/boxscores/198410270NYK.html,Madison Square Garden (IV),"['1', '2', '3', '4', 'T']","['35', '26', '28', '29', '118']","['30', '38', '29', '40', '137']"
Sat Oct 27 1984,Los Angeles Lakers,112,San Antonio Spurs,113,/boxscores/198410270SAS.html,HemisFair Arena,"['1', '2', '3', '4', 'T']","['25', '25', '30', '32', '112']","['34', '32', '27', '20', '113']"
