date_game,visitor_team_name,visitor_pts,home_team_name,home_pts,box_score_text,arena_name,box_id,visitor_boxscore,home_boxscore
Fri Oct 29 1982,Dallas Mavericks,125,Denver Nuggets,117,/boxscores/198210290DEN.html,McNichols Sports Arena,"['1', '2', '3', '4', 'T']","['31', '34', '35', '25', '125']","['38', '29', '27', '23', '117']"
Fri Oct 29 1982,Atlanta Hawks,86,Detroit Pistons,94,/boxscores/198210290DET.html,Pontiac Silverdome,"['1', '2', '3', '4', 'T']","['25', '12', '22', '27', '86']","['18', '18', '23', '35', '94']"
Fri Oct 29 1982,Washington Bullets,90,Indiana Pacers,93,/boxscores/198210290IND.html,Market Square Arena,"['1', '2', '3', '4', 'T']","['16', '24', '19', '31', '90']","['28', '12', '35', '18', '93']"
Fri Oct 29 1982,Portland Trail Blazers,111,Kansas City Kings,113,/boxscores/198210290KCK.html,Kemper Arena,"['1', '2', '3', '4', 'T']","['21', '34', '32', '24', '111']","['35', '28', '27', '23', '113']"
Fri Oct 29 1982,Golden State Warriors,132,Los Angeles Lakers,117,/boxscores/198210290LAL.html,The Forum,"['1', '2', '3', '4', 'T']","['29', '38', '37', '28', '132']","['33', '24', '21', '39', '117']"
Fri Oct 29 1982,Philadelphia 76ers,104,New York Knicks,89,/boxscores/198210290NYK.html,Madison Square Garden (IV),"['1', '2', '3', '4', 'T']","['30', '29', '21', '24', '104']","['26', '21', '28', '14', '89']"
Fri Oct 29 1982,Phoenix Suns,113,San Diego Clippers,99,/boxscores/198210290SDC.html,San Diego Sports Arena,"['1', '2', '3', '4', 'T']","['32', '26', '19', '36', '113']","['17', '28', '32', '22', '99']"
Fri Oct 29 1982,Houston Rockets,95,Seattle SuperSonics,128,/boxscores/198210290SEA.html,Seattle Kingdome,"['1', '2', '3', '4', 'T']","['19', '27', '20', '29', '95']","['30', '34', '39', '25', '128']"
Fri Oct 29 1982,San Antonio Spurs,120,Utah Jazz,114,/boxscores/198210290UTA.html,Salt Palace,"['1', '2', '3', '4', 'T']","['35', '29', '30', '26', '120']","['37', '27', '27', '23', '114']"
Fri Oct 29 1982,Boston Celtics,104,Cleveland Cavaliers,93,/boxscores/198210290CLE.html,Coliseum at Richfield,"['1', '2', '3', '4', 'T']","['30', '24', '31', '19', '104']","['21', '22', '25', '25', '93']"
Fri Oct 29 1982,Chicago Bulls,102,New Jersey Nets,114,/boxscores/198210290NJN.html,Brendan Byrne Arena,"['1', '2', '3', '4', 'T']","['21', '23', '27', '31', '102']","['28', '30', '28', '28', '114']"
Sat Oct 30 1982,Boston Celtics,112,Atlanta Hawks,97,/boxscores/198210300ATL.html,Omni Coliseum,"['1', '2', '3', '4', 'T']","['26', '24', '31', '31', '112']","['25', '29', '24', '19', '97']"
Sat Oct 30 1982,Portland Trail Blazers,107,San Antonio Spurs,112,/boxscores/198210300SAS.html,HemisFair Arena,"['1', '2', '3', '4', 'T']","['33', '20', '33', '21', '107']","['22', '30', '30', '30', '112']"
Sat Oct 30 1982,New Jersey Nets,99,Philadelphia 76ers,110,/boxscores/198210300PHI.html,The Spectrum,"['1', '2', '3', '4', 'T']","['21', '32', '30', '16', '99']","['32', '25', '25', '28', '110']"
