date_game,visitor_team_name,visitor_pts,home_team_name,home_pts,box_score_text,arena_name,box_id,visitor_boxscore,home_boxscore
Fri Oct 30 1981,Golden State Warriors,121,Denver Nuggets,134,/boxscores/198110300DEN.html,McNichols Sports Arena,"['1', '2', '3', '4', 'T']","['28', '38', '24', '31', '121']","['36', '40', '27', '31', '134']"
Fri Oct 30 1981,Dallas Mavericks,89,Utah Jazz,105,/boxscores/198110300UTA.html,Salt Palace,"['1', '2', '3', '4', 'T']","['27', '19', '19', '24', '89']","['23', '23', '31', '28', '105']"
Fri Oct 30 1981,Phoenix Suns,95,Portland Trail Blazers,103,/boxscores/198110300POR.html,Memorial Coliseum,"['1', '2', '3', '4', 'T']","['22', '24', '25', '24', '95']","['28', '25', '24', '26', '103']"
Fri Oct 30 1981,Cleveland Cavaliers,104,Philadelphia 76ers,128,/boxscores/198110300PHI.html,The Spectrum,"['1', '2', '3', '4', 'T']","['26', '28', '26', '24', '104']","['34', '32', '35', '27', '128']"
Fri Oct 30 1981,New York Knicks,103,New Jersey Nets,99,/boxscores/198110300NJN.html,Brendan Byrne Arena,"['1', '2', '3', '4', 'T']","['19', '31', '29', '24', '103']","['25', '21', '28', '25', '99']"
Fri Oct 30 1981,Houston Rockets,113,Los Angeles Lakers,112,/boxscores/198110300LAL.html,The Forum,"['1', '2', '3', '4', 'OT', '2OT', 'T']","['27', '25', '26', '18', '8', '9', '113']","['24', '23', '28', '21', '8', '8', '112']"
Fri Oct 30 1981,San Antonio Spurs,113,Kansas City Kings,102,/boxscores/198110300KCK.html,Kemper Arena,"['1', '2', '3', '4', 'T']","['29', '33', '25', '26', '113']","['22', '20', '25', '35', '102']"
Fri Oct 30 1981,Chicago Bulls,94,Indiana Pacers,96,/boxscores/198110300IND.html,Market Square Arena,"['1', '2', '3', '4', 'T']","['29', '33', '25', '26', '113']","['22', '20', '25', '35', '102']"
Fri Oct 30 1981,Milwaukee Bucks,113,Detroit Pistons,118,/boxscores/198110300DET.html,Pontiac Silverdome,"['1', '2', '3', '4', 'T']","['38', '24', '36', '15', '113']","['24', '36', '34', '24', '118']"
Fri Oct 30 1981,Washington Bullets,100,Boston Celtics,124,/boxscores/198110300BOS.html,Boston Garden,"['1', '2', '3', '4', 'T']","['25', '18', '36', '21', '100']","['31', '31', '35', '27', '124']"
Sat Oct 31 1981,Philadelphia 76ers,108,Atlanta Hawks,106,/boxscores/198110310ATL.html,Omni Coliseum,"['1', '2', '3', '4', 'T']","['24', '22', '36', '26', '108']","['19', '27', '28', '32', '106']"
Sat Oct 31 1981,Detroit Pistons,119,Chicago Bulls,106,/boxscores/198110310CHI.html,Chicago Stadium,"['1', '2', '3', '4', 'T']","['32', '27', '24', '36', '119']","['25', '30', '22', '29', '106']"
