date_game,visitor_team_name,visitor_pts,home_team_name,home_pts,box_score_text,arena_name,box_id,visitor_boxscore,home_boxscore
Tue Oct 27 2015,Cleveland Cavaliers,95,Chicago Bulls,97,/boxscores/201510270CHI.html,United Center,"['1', '2', '3', '4', 'T']","['17', '23', '28', '27', '95']","['26', '20', '25', '26', '97']"
Tue Oct 27 2015,Detroit Pistons,106,Atlanta Hawks,94,/boxscores/201510270ATL.html,Philips Arena,"['1', '2', '3', '4', 'T']","['25', '23', '34', '24', '106']","['25', '18', '23', '28', '94']"
Tue Oct 27 2015,New Orleans Pelicans,95,Golden State Warriors,111,/boxscores/201510270GSW.html,Oracle Arena,"['1', '2', '3', '4', 'T']","['35', '14', '26', '20', '95']","['39', '20', '35', '17', '111']"
Wed Oct 28 2015,Washington Wizards,88,Orlando Magic,87,/boxscores/201510280ORL.html,Amway Center,"['1', '2', '3', '4', 'T']","['31', '22', '12', '23', '88']","['29', '22', '16', '20', '87']"
Wed Oct 28 2015,Philadelphia 76ers,95,Boston Celtics,112,/boxscores/201510280BOS.html,TD Garden,"['1', '2', '3', '4', 'T']","['26', '14', '27', '28', '95']","['21', '30', '28', '33', '112']"
Wed Oct 28 2015,Chicago Bulls,115,Brooklyn Nets,100,/boxscores/201510280BRK.html,Barclays Center,"['1', '2', '3', '4', 'T']","['30', '28', '28', '29', '115']","['19', '36', '16', '29', '100']"
Wed Oct 28 2015,Utah Jazz,87,Detroit Pistons,92,/boxscores/201510280DET.html,The Palace of Auburn Hills,"['1', '2', '3', '4', 'T']","['15', '29', '20', '23', '87']","['16', '25', '28', '23', '92']"
Wed Oct 28 2015,Indiana Pacers,99,Toronto Raptors,106,/boxscores/201510280TOR.html,Air Canada Centre,"['1', '2', '3', '4', 'T']","['30', '15', '23', '31', '99']","['20', '17', '35', '34', '106']"
Wed Oct 28 2015,Charlotte Hornets,94,Miami Heat,104,/boxscores/201510280MIA.html,AmericanAirlines Arena,"['1', '2', '3', '4', 'T']","['27', '17', '16', '34', '94']","['23', '31', '19', '31', '104']"
Wed Oct 28 2015,New York Knicks,122,Milwaukee Bucks,97,/boxscores/201510280MIL.html,BMO Harris Bradley Center,"['1', '2', '3', '4', 'T']","['27', '36', '27', '32', '122']","['23', '28', '22', '24', '97']"
Wed Oct 28 2015,San Antonio Spurs,106,Oklahoma City Thunder,112,/boxscores/201510280OKC.html,Chesapeake Energy Arena,"['1', '2', '3', '4', 'T']","['27', '28', '28', '23', '106']","['29', '21', '29', '33', '112']"
Wed Oct 28 2015,Cleveland Cavaliers,106,Memphis Grizzlies,76,/boxscores/201510280MEM.html,FedEx Forum,"['1', '2', '3', '4', 'T']","['26', '27', '26', '27', '106']","['10', '22', '23', '21', '76']"
Wed Oct 28 2015,Denver Nuggets,105,Houston Rockets,85,/boxscores/201510280HOU.html,Toyota Center,"['1', '2', '3', '4', 'T']","['27', '26', '23', '29', '105']","['21', '28', '14', '22', '85']"
Wed Oct 28 2015,Dallas Mavericks,111,Phoenix Suns,95,/boxscores/201510280PHO.html,Talking Stick Resort Arena,"['1', '2', '3', '4', 'T']","['24', '30', '34', '23', '111']","['22', '23', '21', '29', '95']"
Wed Oct 28 2015,New Orleans Pelicans,94,Portland Trail Blazers,112,/boxscores/201510280POR.html,Moda Center,"['1', '2', '3', '4', 'T']","['18', '25', '24', '27', '94']","['43', '27', '17', '25', '112']"
Wed Oct 28 2015,Los Angeles Clippers,111,Sacramento Kings,104,/boxscores/201510280SAC.html,Sleep Train Arena,"['1', '2', '3', '4', 'T']","['25', '31', '29', '26', '111']","['17', '29', '28', '30', '104']"
Wed Oct 28 2015,Minnesota Timberwolves,112,Los Angeles Lakers,111,/boxscores/201510280LAL.html,STAPLES Center,"['1', '2', '3', '4', 'T']","['22', '29', '37', '24', '112']","['31', '29', '35', '16', '111']"
Thu Oct 29 2015,Memphis Grizzlies,112,Indiana Pacers,103,/boxscores/201510290IND.html,Bankers Life Fieldhouse,"['1', '2', '3', '4', 'T']","['29', '21', '23', '39', '112']","['20', '29', '26', '28', '103']"
Thu Oct 29 2015,Atlanta Hawks,112,New York Knicks,101,/boxscores/201510290NYK.html,Madison Square Garden (IV),"['1', '2', '3', '4', 'T']","['30', '31', '23', '28', '112']","['20', '25', '27', '29', '101']"
Thu Oct 29 2015,Dallas Mavericks,88,Los Angeles Clippers,104,/boxscores/201510290LAC.html,STAPLES Center,"['1', '2', '3', '4', 'T']","['17', '26', '25', '20', '88']","['22', '29', '34', '19', '104']"
Fri Oct 30 2015,Miami Heat,92,Cleveland Cavaliers,102,/boxscores/201510300CLE.html,Quicken Loans Arena,"['1', '2', '3', '4', 'T']","['23', '19', '25', '25', '92']","['29', '18', '29', '26', '102']"
Fri Oct 30 2015,Utah Jazz,99,Philadelphia 76ers,71,/boxscores/201510300PHI.html,Wells Fargo Center,"['1', '2', '3', '4', 'T']","['28', '22', '24', '25', '99']","['19', '14', '20', '18', '71']"
Fri Oct 30 2015,Oklahoma City Thunder,139,Orlando Magic,136,/boxscores/201510300ORL.html,Amway Center,"['1', '2', '3', '4', 'OT', '2OT', 'T']","['31', '22', '22', '42', '9', '13', '139']","['35', '32', '26', '24', '9', '10', '136']"
Fri Oct 30 2015,Toronto Raptors,113,Boston Celtics,103,/boxscores/201510300BOS.html,TD Garden,"['1', '2', '3', '4', 'T']","['26', '28', '30', '29', '113']","['26', '28', '21', '28', '103']"
Fri Oct 30 2015,Chicago Bulls,94,Detroit Pistons,98,/boxscores/201510300DET.html,The Palace of Auburn Hills,"['1', '2', '3', '4', 'OT', 'T']","['19', '20', '25', '19', '11', '94']","['23', '12', '29', '19', '15', '98']"
Fri Oct 30 2015,Charlotte Hornets,94,Atlanta Hawks,97,/boxscores/201510300ATL.html,Philips Arena,"['1', '2', '3', '4', 'T']","['22', '30', '17', '25', '94']","['29', '24', '23', '21', '97']"
Fri Oct 30 2015,Washington Wizards,118,Milwaukee Bucks,113,/boxscores/201510300MIL.html,BMO Harris Bradley Center,"['1', '2', '3', '4', 'T']","['22', '39', '21', '36', '118']","['33', '32', '27', '21', '113']"
Fri Oct 30 2015,Brooklyn Nets,75,San Antonio Spurs,102,/boxscores/201510300SAS.html,AT&T Center,"['1', '2', '3', '4', 'T']","['21', '26', '17', '11', '75']","['25', '17', '34', '26', '102']"
Fri Oct 30 2015,Minnesota Timberwolves,95,Denver Nuggets,78,/boxscores/201510300DEN.html,Pepsi Center,"['1', '2', '3', '4', 'T']","['26', '23', '30', '16', '95']","['16', '23', '24', '15', '78']"
Fri Oct 30 2015,Golden State Warriors,112,Houston Rockets,92,/boxscores/201510300HOU.html,Toyota Center,"['1', '2', '3', '4', 'T']","['30', '27', '24', '31', '112']","['29', '15', '21', '27', '92']"
Fri Oct 30 2015,Los Angeles Lakers,114,Sacramento Kings,132,/boxscores/201510300SAC.html,Sleep Train Arena,"['1', '2', '3', '4', 'T']","['24', '26', '33', '31', '114']","['40', '34', '28', '30', '132']"
Fri Oct 30 2015,Portland Trail Blazers,92,Phoenix Suns,110,/boxscores/201510300PHO.html,Talking Stick Resort Arena,"['1', '2', '3', '4', 'T']","['23', '26', '20', '23', '92']","['27', '28', '28', '27', '110']"
Sat Oct 31 2015,Utah Jazz,97,Indiana Pacers,76,/boxscores/201510310IND.html,Bankers Life Fieldhouse,"['1', '2', '3', '4', 'T']","['23', '19', '28', '27', '97']","['29', '20', '12', '15', '76']"
Sat Oct 31 2015,New York Knicks,117,Washington Wizards,110,/boxscores/201510310WAS.html,Verizon Center,"['1', '2', '3', '4', 'T']","['29', '30', '28', '30', '117']","['29', '27', '34', '20', '110']"
Sat Oct 31 2015,Golden State Warriors,134,New Orleans Pelicans,120,/boxscores/201510310NOP.html,Smoothie King Center,"['1', '2', '3', '4', 'T']","['31', '33', '41', '29', '134']","['28', '37', '26', '29', '120']"
